Date,Location ISO Code,Location,New Cases,New Deaths,New Recovered,New Active Cases,Total Cases,Total Deaths,Total Recovered,Total Active Cases,Location Level,City or Regency,Province,Country,Continent,Island,Time Zone,Special Status,Total Regencies,Total Cities,Total Districts,Total Urban Villages,Total Rural Villages,Area (km2),Population,Population Density,Longitude,Latitude,New Cases per Million,Total Cases per Million,New Deaths per Million,Total Deaths per Million,Total Deaths per 100rb,Case Fatality Rate,Case Recovered Rate,Growth Factor of New Cases,Growth Factor of New Deaths
11/10/2021,ID-SG,Sulawesi Tenggara,0,0,1,-1,20139,527,19568,44,Province,,Sulawesi Tenggara,Indonesia,Asia,Sulawesi,UTC+08:00,,15,2,219,377,1911,38068,2635461,69.23,122.070311,-4.124688793,0.00,7641.55,0.00,199.97,20.00,2.62%,97.16%,0.00,1.00
11/10/2021,ID-SA,Sulawesi Utara,4,0,6,-2,34649,1044,33436,169,Province,,Sulawesi Utara,Indonesia,Asia,Sulawesi,UTC+08:00,,11,4,171,332,1507,13892,2641884,190.17,124.5212396,1.259638212,1.51,13115.26,0.00,395.17,39.52,3.01%,96.50%,2.00,0.00
11/10/2021,ID-SB,Sumatera Barat,4,0,5,-1,89804,2150,87495,159,Province,,Sumatera Barat,Indonesia,Asia,Sumatera,UTC+07:00,,12,7,179,230,928,42013,5519245,131.37,100.4650624,-0.850253225,0.72,16271.07,0.00,389.55,38.95,2.39%,97.43%,4.00,0.00
11/10/2021,ID-SS,Sumatera Selatan,3,0,3,0,59894,3069,56770,55,Province,,Sumatera Selatan,Indonesia,Asia,Sumatera,UTC+07:00,,13,4,241,387,2853,91592,8217551,89.72,104.1694647,-3.216211808,0.37,7288.55,0.00,373.47,37.35,5.12%,94.78%,0.60,1.00
11/10/2021,ID-SU,Sumatera Utara,9,0,16,-7,105924,2889,102842,193,Province,,Sumatera Utara,Indonesia,Asia,Sumatera,UTC+07:00,,25,8,450,693,5417,72981,14874889,203.82,99.05196442,2.191894453,0.61,7120.99,0.00,194.22,19.42,2.73%,97.09%,1.00,1.00
11/11/2021,ID-AC,Aceh,2,2,7,-7,38371,2066,36251,54,Province,,Aceh,Indonesia,Asia,Sumatera,UTC+07:00,Daerah Khusus,18,5,289,,6497,57956,5247257,90.54,96.91052174,4.225614628,0.38,7312.58,0.38,393.73,39.37,5.38%,94.47%,0.67,2.00
11/11/2021,ID-BA,Bali,4,0,17,-13,114028,4034,109777,217,Province,,Bali,Indonesia,Asia,Nusa Tenggara,UTC+08:00,,8,1,57,80,636,5780,4216171,729.43,115.1317136,-8.369471688,0.95,27045.39,0.00,956.79,95.68,3.54%,96.27%,0.44,1.00
11/11/2021,ID-BT,Banten,20,0,54,-34,132537,2686,129608,243,Province,,Banten,Indonesia,Asia,Jawa,UTC+07:00,,4,4,155,313,1238,9663,10722374,1109.64,106.1090043,-6.456736388,1.87,12360.79,0.00,250.50,25.05,2.03%,97.79%,2.22,1.00
11/11/2021,ID-BE,Bengkulu,0,0,1,-1,23099,473,22594,32,Province,,Bengkulu,Indonesia,Asia,Sumatera,UTC+07:00,,9,1,129,172,1341,19919,1999539,100.38,102.3384213,-3.533583627,0.00,11552.16,0.00,236.55,23.66,2.05%,97.81%,1.00,1.00
11/11/2021,ID-JK,DKI Jakarta,107,1,100,6,862572,13587,848102,883,Province,,DKI Jakarta,Indonesia,Asia,Jawa,UTC+07:00,Daerah Khusus Ibu Kota,1,5,44,267,,664,10846145,16334.31,106.8361183,-6.204698991,9.87,79527.98,0.09,1252.70,125.27,1.58%,98.32%,1.13,
11/11/2021,ID-YO,Daerah Istimewa Yogyakarta,34,1,20,13,156259,5255,150491,513,Province,,Daerah Istimewa Yogyakarta,Indonesia,Asia,Jawa,UTC+07:00,Daerah Istimewa,4,1,78,46,392,3133,3631015,1158.90,110.4448783,-7.89450185,9.36,43034.52,0.28,1447.25,144.73,3.36%,96.31%,0.58,1.00
11/11/2021,ID-GO,Gorontalo,0,0,0,0,11828,460,11373,-5,Province,,Gorontalo,Indonesia,Asia,Sulawesi,UTC+08:00,,5,1,77,72,657,11257,1180651,104.88,122.3760581,0.687002604,0.00,10018.20,0.00,389.62,38.96,3.89%,96.15%,1.00,1.00
11/11/2021,IDN,Indonesia,435,16,470,-51,4249758,143608,4096664,9486,Country,,,Indonesia,Asia,,,,416,98,7230,8488,74953,1916907,265185520,138.34,113.921327,-0.789275,1.64,16025.60,0.06,541.54,54.15,3.38%,96.40%,0.91,1.14
11/11/2021,ID-JA,Jambi,0,0,3,-3,29754,789,28948,17,Province,,Jambi,Indonesia,Asia,Sumatera,UTC+07:00,,9,2,141,163,1399,50058,3493357,69.79,102.7236404,-1.69769766,0.00,8517.31,0.00,225.86,22.59,2.65%,97.29%,0.00,1.00
11/11/2021,ID-JB,Jawa Barat,49,1,30,18,706740,14713,690523,1504,Province,,Jawa Barat,Indonesia,Asia,Jawa,UTC+07:00,,18,9,627,645,5312,35378,45161325,1276.55,107.6037083,-6.920432083,1.08,15649.23,0.02,325.79,32.58,2.08%,97.71%,0.64,0.50
11/11/2021,ID-JT,Jawa Tengah,73,4,81,-12,485710,30169,454013,1528,Province,,Jawa Tengah,Indonesia,Asia,Jawa,UTC+07:00,,29,6,576,753,7809,32801,36364072,1108.64,110.2011149,-7.259097177,2.01,13356.86,0.11,829.64,82.96,6.21%,93.47%,1.26,
11/11/2021,ID-JI,Jawa Timur,42,3,55,-16,398799,29665,368854,280,Province,,Jawa Timur,Indonesia,Asia,Jawa,UTC+07:00,,29,9,666,777,7724,47803,40479023,846.78,112.7329414,-7.723345579,1.04,9851.99,0.07,732.85,73.28,7.44%,92.49%,0.65,1.00
11/11/2021,ID-KB,Kalimantan Barat,24,0,10,14,41245,1056,40146,43,Province,,Kalimantan Barat,Indonesia,Asia,Kalimantan,UTC+07:00,,12,2,174,99,2031,147307,5422814,36.81,111.1211776,-0.086474572,4.43,7605.83,0.00,194.73,19.47,2.56%,97.34%,3.43,1.00
11/11/2021,ID-KS,Kalimantan Selatan,0,0,7,-7,69867,2389,67440,38,Province,,Kalimantan Selatan,Indonesia,Asia,Kalimantan,UTC+08:00,,11,2,153,144,1864,38744,4023049,103.84,115.4385783,-2.993594979,0.00,17366.68,0.00,593.83,59.38,3.42%,96.53%,0.00,1.00
11/11/2021,ID-KT,Kalimantan Tengah,2,1,4,-3,45568,1426,44091,51,Province,,Kalimantan Tengah,Indonesia,Asia,Kalimantan,UTC+07:00,,13,1,136,139,1432,153565,2570289,16.74,113.4176536,-1.602484653,0.78,17728.75,0.39,554.80,55.48,3.13%,96.76%,0.67,
11/11/2021,ID-KI,Kalimantan Timur,4,0,18,-14,158078,5448,152516,114,Province,,Kalimantan Timur,Indonesia,Asia,Kalimantan,UTC+08:00,,7,3,103,197,841,129067,3552191,27.52,116.4684405,0.45385803,1.13,44501.55,0.00,1533.70,153.37,3.45%,96.48%,0.36,1.00
11/11/2021,ID-KU,Kalimantan Utara,4,1,5,-2,35848,806,34932,110,Province,,Kalimantan Utara,Indonesia,Asia,Kalimantan,UTC+08:00,,4,1,53,35,447,75468,648407,8.59,116.2188791,2.891012621,6.17,55286.26,1.54,1243.05,124.30,2.25%,97.44%,0.80,
11/11/2021,ID-BB,Kepulauan Bangka Belitung,4,0,12,-8,52110,1449,50572,89,Province,,Kepulauan Bangka Belitung,Indonesia,Asia,Sumatera,UTC+07:00,,6,1,47,82,309,16424,1379767,84.01,106.5499324,-2.447444127,2.90,37767.25,0.00,1050.18,105.02,2.78%,97.05%,0.80,1.00
11/11/2021,ID-KR,Kepulauan Riau,1,0,2,-1,53863,1745,52093,25,Province,,Kepulauan Riau,Indonesia,Asia,Sumatera,UTC+07:00,,5,2,75,142,275,8202,1929400,235.24,108.261746,3.916346,0.52,27916.97,0.00,904.43,90.44,3.24%,96.71%,0.50,1.00
11/11/2021,ID-LA,Lampung,5,0,17,-12,49610,3855,45115,640,Province,,Lampung,Indonesia,Asia,Sumatera,UTC+07:00,,13,2,228,205,2435,34624,9095591,262.70,105.0214366,-4.916792975,0.55,5454.29,0.00,423.83,42.38,7.77%,90.94%,1.67,0.00
11/11/2021,ID-MA,Maluku,0,0,2,-2,14574,261,14295,18,Province,,Maluku,Indonesia,Asia,Maluku,UTC+09:00,,9,2,118,35,1198,46914,1847097,39.37,129.576792,-3.192572,0.00,7890.22,0.00,141.30,14.13,1.79%,98.09%,1.00,1.00
11/11/2021,ID-MU,Maluku Utara,0,0,0,0,12091,303,11743,45,Province,,Maluku Utara,Indonesia,Asia,Maluku,UTC+09:00,,8,2,116,118,1063,31983,1307803,40.89,127.5391072,0.212036949,0.00,9245.28,0.00,231.69,23.17,2.51%,97.12%,0.00,1.00
11/11/2021,ID-NB,Nusa Tenggara Barat,2,0,4,-2,27740,813,26828,99,Province,,Nusa Tenggara Barat,Indonesia,Asia,Nusa Tenggara,UTC+08:00,,8,2,117,145,995,18572,5270247,283.77,117.5086257,-8.606998866,0.38,5263.51,0.00,154.26,15.43,2.93%,96.71%,0.67,1.00
11/11/2021,ID-NT,Nusa Tenggara Timur,10,0,15,-5,63765,1334,62290,141,Province,,Nusa Tenggara Timur,Indonesia,Asia,Nusa Tenggara,UTC+08:00,,21,1,309,327,3026,48718,5411321,111.07,121.592271,-8.682205,1.85,11783.63,0.00,246.52,24.65,2.09%,97.69%,1.25,0.00
11/11/2021,ID-PA,Papua,6,0,0,6,34249,556,32042,1651,Province,,Papua,Indonesia,Asia,Papua,UTC+09:00,Daerah Khusus,28,1,560,110,5411,319036,4340348,13.60,138.69603,-4.66620953,1.38,7890.84,0.00,128.10,12.81,1.62%,93.56%,3.00,1.00
11/11/2021,ID-PB,Papua Barat,9,0,3,6,23234,357,22735,142,Province,,Papua Barat,Indonesia,Asia,Papua,UTC+09:00,Daerah Khusus,12,1,218,95,1742,102955,1140701,11.08,132.9762624,-2.045160182,7.89,20368.18,0.00,312.97,31.30,1.54%,97.85%,0.90,0.00
11/11/2021,ID-RI,Riau,2,0,4,-2,128520,4108,124046,366,Province,,Riau,Indonesia,Asia,Sumatera,UTC+07:00,,10,2,169,268,1591,87024,6074100,69.80,101.8051092,0.511647851,0.33,21158.69,0.00,676.31,67.63,3.20%,96.52%,1.00,0.00
11/11/2021,ID-SR,Sulawesi Barat,4,0,2,2,12344,345,11976,23,Province,,Sulawesi Barat,Indonesia,Asia,Sulawesi,UTC+08:00,,6,,69,73,575,16787,1559984,92.93,119.3450194,-2.461746053,2.56,7912.90,0.00,221.16,22.12,2.79%,97.02%,,1.00
11/11/2021,ID-SN,Sulawesi Selatan,9,0,24,-15,109815,2235,107426,154,Province,,Sulawesi Selatan,Indonesia,Asia,Sulawesi,UTC+08:00,,21,3,311,792,2255,46717,9426885,201.78,120.1620559,-3.731080714,0.95,11649.13,0.00,237.09,23.71,2.04%,97.82%,0.90,1.00
11/11/2021,ID-ST,Sulawesi Tengah,3,0,5,-2,47077,1597,45422,58,Province,,Sulawesi Tengah,Indonesia,Asia,Sulawesi,UTC+08:00,,12,1,175,175,1842,61841,2955567,47.79,121.2010927,-1.00413668,1.02,15928.25,0.00,540.34,54.03,3.39%,96.48%,0.50,0.00
11/11/2021,ID-SG,Sulawesi Tenggara,2,0,0,2,20141,527,19568,46,Province,,Sulawesi Tenggara,Indonesia,Asia,Sulawesi,UTC+08:00,,15,2,219,377,1911,38068,2635461,69.23,122.070311,-4.124688793,0.76,7642.31,0.00,199.97,20.00,2.62%,97.16%,,1.00
11/11/2021,ID-SA,Sulawesi Utara,2,0,5,-3,34651,1044,33441,166,Province,,Sulawesi Utara,Indonesia,Asia,Sulawesi,UTC+08:00,,11,4,171,332,1507,13892,2641884,190.17,124.5212396,1.259638212,0.76,13116.02,0.00,395.17,39.52,3.01%,96.51%,0.50,1.00
11/11/2021,ID-SB,Sumatera Barat,3,0,5,-2,89807,2150,87500,157,Province,,Sumatera Barat,Indonesia,Asia,Sumatera,UTC+07:00,,12,7,179,230,928,42013,5519245,131.37,100.4650624,-0.850253225,0.54,16271.61,0.00,389.55,38.95,2.39%,97.43%,0.75,1.00
11/11/2021,ID-SS,Sumatera Selatan,3,0,1,2,59897,3069,56771,57,Province,,Sumatera Selatan,Indonesia,Asia,Sumatera,UTC+07:00,,13,4,241,387,2853,91592,8217551,89.72,104.1694647,-3.216211808,0.37,7288.91,0.00,373.47,37.35,5.12%,94.78%,1.00,1.00
11/11/2021,ID-SU,Sumatera Utara,7,0,18,-11,105931,2889,102860,182,Province,,Sumatera Utara,Indonesia,Asia,Sumatera,UTC+07:00,,25,8,450,693,5417,72981,14874889,203.82,99.05196442,2.191894453,0.47,7121.46,0.00,194.22,19.42,2.73%,97.10%,0.78,1.00
11/12/2021,ID-AC,Aceh,4,0,11,-7,38375,2066,36262,47,Province,,Aceh,Indonesia,Asia,Sumatera,UTC+07:00,Daerah Khusus,18,5,289,,6497,57956,5247257,90.54,96.91052174,4.225614628,0.76,7313.34,0.00,393.73,39.37,5.38%,94.49%,2.00,0.00
11/12/2021,ID-BA,Bali,9,1,16,-8,114037,4035,109793,209,Province,,Bali,Indonesia,Asia,Nusa Tenggara,UTC+08:00,,8,1,57,80,636,5780,4216171,729.43,115.1317136,-8.369471688,2.13,27047.53,0.24,957.03,95.70,3.54%,96.28%,2.25,
11/12/2021,ID-BT,Banten,17,0,13,4,132554,2686,129621,247,Province,,Banten,Indonesia,Asia,Jawa,UTC+07:00,,4,4,155,313,1238,9663,10722374,1109.64,106.1090043,-6.456736388,1.59,12362.37,0.00,250.50,25.05,2.03%,97.79%,0.85,1.00
11/12/2021,ID-BE,Bengkulu,1,0,2,-1,23100,473,22596,31,Province,,Bengkulu,Indonesia,Asia,Sumatera,UTC+07:00,,9,1,129,172,1341,19919,1999539,100.38,102.3384213,-3.533583627,0.50,11552.66,0.00,236.55,23.66,2.05%,97.82%,,1.00
11/12/2021,ID-JK,DKI Jakarta,71,0,186,-115,862643,13587,848288,768,Province,,DKI Jakarta,Indonesia,Asia,Jawa,UTC+07:00,Daerah Khusus Ibu Kota,1,5,44,267,,664,10846145,16334.31,106.8361183,-6.204698991,6.55,79534.53,0.00,1252.70,125.27,1.58%,98.34%,0.66,0.00
11/12/2021,ID-YO,Daerah Istimewa Yogyakarta,28,1,20,7,156287,5256,150511,520,Province,,Daerah Istimewa Yogyakarta,Indonesia,Asia,Jawa,UTC+07:00,Daerah Istimewa,4,1,78,46,392,3133,3631015,1158.90,110.4448783,-7.89450185,7.71,43042.23,0.28,1447.53,144.75,3.36%,96.30%,0.82,1.00
11/12/2021,ID-GO,Gorontalo,1,0,0,1,11829,460,11373,-4,Province,,Gorontalo,Indonesia,Asia,Sulawesi,UTC+08:00,,5,1,77,72,657,11257,1180651,104.88,122.3760581,0.687002604,0.85,10019.05,0.00,389.62,38.96,3.89%,96.15%,,1.00
11/12/2021,IDN,Indonesia,399,20,560,-181,4250157,143628,4097224,9305,Country,,,Indonesia,Asia,,,,416,98,7230,8488,74953,1916907,265185520,138.34,113.921327,-0.789275,1.50,16027.11,0.08,541.61,54.16,3.38%,96.40%,0.92,1.25
11/12/2021,ID-JA,Jambi,0,0,1,-1,29754,789,28949,16,Province,,Jambi,Indonesia,Asia,Sumatera,UTC+07:00,,9,2,141,163,1399,50058,3493357,69.79,102.7236404,-1.69769766,0.00,8517.31,0.00,225.86,22.59,2.65%,97.29%,1.00,1.00
11/12/2021,ID-JB,Jawa Barat,59,1,80,-22,706799,14714,690603,1482,Province,,Jawa Barat,Indonesia,Asia,Jawa,UTC+07:00,,18,9,627,645,5312,35378,45161325,1276.55,107.6037083,-6.920432083,1.31,15650.54,0.02,325.81,32.58,2.08%,97.71%,1.20,1.00
11/12/2021,ID-JT,Jawa Tengah,47,3,42,2,485757,30172,454055,1530,Province,,Jawa Tengah,Indonesia,Asia,Jawa,UTC+07:00,,29,6,576,753,7809,32801,36364072,1108.64,110.2011149,-7.259097177,1.29,13358.16,0.08,829.72,82.97,6.21%,93.47%,0.64,0.75
11/12/2021,ID-JI,Jawa Timur,33,4,44,-15,398832,29669,368898,265,Province,,Jawa Timur,Indonesia,Asia,Jawa,UTC+07:00,,29,9,666,777,7724,47803,40479023,846.78,112.7329414,-7.723345579,0.82,9852.81,0.10,732.95,73.29,7.44%,92.49%,0.79,1.33
11/12/2021,ID-KB,Kalimantan Barat,15,0,11,4,41260,1056,40157,47,Province,,Kalimantan Barat,Indonesia,Asia,Kalimantan,UTC+07:00,,12,2,174,99,2031,147307,5422814,36.81,111.1211776,-0.086474572,2.77,7608.60,0.00,194.73,19.47,2.56%,97.33%,0.63,1.00
11/12/2021,ID-KS,Kalimantan Selatan,1,1,4,-4,69868,2390,67444,34,Province,,Kalimantan Selatan,Indonesia,Asia,Kalimantan,UTC+08:00,,11,2,153,144,1864,38744,4023049,103.84,115.4385783,-2.993594979,0.25,17366.93,0.25,594.08,59.41,3.42%,96.53%,,
11/12/2021,ID-KT,Kalimantan Tengah,6,0,4,2,45574,1426,44095,53,Province,,Kalimantan Tengah,Indonesia,Asia,Kalimantan,UTC+07:00,,13,1,136,139,1432,153565,2570289,16.74,113.4176536,-1.602484653,2.33,17731.08,0.00,554.80,55.48,3.13%,96.75%,3.00,0.00
11/12/2021,ID-KI,Kalimantan Timur,12,0,18,-6,158090,5448,152534,108,Province,,Kalimantan Timur,Indonesia,Asia,Kalimantan,UTC+08:00,,7,3,103,197,841,129067,3552191,27.52,116.4684405,0.45385803,3.38,44504.93,0.00,1533.70,153.37,3.45%,96.49%,3.00,1.00
11/12/2021,ID-KU,Kalimantan Utara,0,0,10,-10,35848,806,34942,100,Province,,Kalimantan Utara,Indonesia,Asia,Kalimantan,UTC+08:00,,4,1,53,35,447,75468,648407,8.59,116.2188791,2.891012621,0.00,55286.26,0.00,1243.05,124.30,2.25%,97.47%,0.00,0.00
11/12/2021,ID-BB,Kepulauan Bangka Belitung,4,1,9,-6,52114,1450,50581,83,Province,,Kepulauan Bangka Belitung,Indonesia,Asia,Sumatera,UTC+07:00,,6,1,47,82,309,16424,1379767,84.01,106.5499324,-2.447444127,2.90,37770.15,0.72,1050.90,105.09,2.78%,97.06%,1.00,
11/12/2021,ID-KR,Kepulauan Riau,2,0,0,2,53865,1745,52093,27,Province,,Kepulauan Riau,Indonesia,Asia,Sumatera,UTC+07:00,,5,2,75,142,275,8202,1929400,235.24,108.261746,3.916346,1.04,27918.01,0.00,904.43,90.44,3.24%,96.71%,2.00,1.00
11/12/2021,ID-LA,Lampung,3,0,1,2,49613,3855,45116,642,Province,,Lampung,Indonesia,Asia,Sumatera,UTC+07:00,,13,2,228,205,2435,34624,9095591,262.70,105.0214366,-4.916792975,0.33,5454.62,0.00,423.83,42.38,7.77%,90.94%,0.60,1.00
11/12/2021,ID-MA,Maluku,1,0,0,1,14575,261,14295,19,Province,,Maluku,Indonesia,Asia,Maluku,UTC+09:00,,9,2,118,35,1198,46914,1847097,39.37,129.576792,-3.192572,0.54,7890.76,0.00,141.30,14.13,1.79%,98.08%,,1.00
11/12/2021,ID-MU,Maluku Utara,2,0,0,2,12093,303,11743,47,Province,,Maluku Utara,Indonesia,Asia,Maluku,UTC+09:00,,8,2,116,118,1063,31983,1307803,40.89,127.5391072,0.212036949,1.53,9246.81,0.00,231.69,23.17,2.51%,97.11%,,1.00
11/12/2021,ID-NB,Nusa Tenggara Barat,5,0,13,-8,27745,813,26841,91,Province,,Nusa Tenggara Barat,Indonesia,Asia,Nusa Tenggara,UTC+08:00,,8,2,117,145,995,18572,5270247,283.77,117.5086257,-8.606998866,0.95,5264.46,0.00,154.26,15.43,2.93%,96.74%,2.50,1.00
11/12/2021,ID-NT,Nusa Tenggara Timur,14,0,14,0,63779,1334,62304,141,Province,,Nusa Tenggara Timur,Indonesia,Asia,Nusa Tenggara,UTC+08:00,,21,1,309,327,3026,48718,5411321,111.07,121.592271,-8.682205,2.59,11786.22,0.00,246.52,24.65,2.09%,97.69%,1.40,1.00
11/12/2021,ID-PA,Papua,16,0,0,16,34265,556,32042,1667,Province,,Papua,Indonesia,Asia,Papua,UTC+09:00,Daerah Khusus,28,1,560,110,5411,319036,4340348,13.60,138.69603,-4.66620953,3.69,7894.53,0.00,128.10,12.81,1.62%,93.51%,2.67,1.00
11/12/2021,ID-PB,Papua Barat,13,0,0,13,23247,357,22735,155,Province,,Papua Barat,Indonesia,Asia,Papua,UTC+09:00,Daerah Khusus,12,1,218,95,1742,102955,1140701,11.08,132.9762624,-2.045160182,11.40,20379.57,0.00,312.97,31.30,1.54%,97.80%,1.44,1.00
11/12/2021,ID-RI,Riau,1,0,11,-10,128521,4108,124057,356,Province,,Riau,Indonesia,Asia,Sumatera,UTC+07:00,,10,2,169,268,1591,87024,6074100,69.80,101.8051092,0.511647851,0.16,21158.85,0.00,676.31,67.63,3.20%,96.53%,0.50,1.00
11/12/2021,ID-SR,Sulawesi Barat,1,0,1,0,12345,345,11977,23,Province,,Sulawesi Barat,Indonesia,Asia,Sulawesi,UTC+08:00,,6,,69,73,575,16787,1559984,92.93,119.3450194,-2.461746053,0.64,7913.54,0.00,221.16,22.12,2.79%,97.02%,0.25,1.00
11/12/2021,ID-SN,Sulawesi Selatan,5,0,4,1,109820,2235,107430,155,Province,,Sulawesi Selatan,Indonesia,Asia,Sulawesi,UTC+08:00,,21,3,311,792,2255,46717,9426885,201.78,120.1620559,-3.731080714,0.53,11649.66,0.00,237.09,23.71,2.04%,97.82%,0.56,1.00
11/12/2021,ID-ST,Sulawesi Tengah,3,0,6,-3,47080,1597,45428,55,Province,,Sulawesi Tengah,Indonesia,Asia,Sulawesi,UTC+08:00,,12,1,175,175,1842,61841,2955567,47.79,121.2010927,-1.00413668,1.02,15929.26,0.00,540.34,54.03,3.39%,96.49%,1.00,1.00
11/12/2021,ID-SG,Sulawesi Tenggara,0,0,0,0,20141,527,19568,46,Province,,Sulawesi Tenggara,Indonesia,Asia,Sulawesi,UTC+08:00,,15,2,219,377,1911,38068,2635461,69.23,122.070311,-4.124688793,0.00,7642.31,0.00,199.97,20.00,2.62%,97.16%,0.00,1.00
11/12/2021,ID-SA,Sulawesi Utara,7,6,1,0,34658,1050,33442,166,Province,,Sulawesi Utara,Indonesia,Asia,Sulawesi,UTC+08:00,,11,4,171,332,1507,13892,2641884,190.17,124.5212396,1.259638212,2.65,13118.67,2.27,397.44,39.74,3.03%,96.49%,3.50,
11/12/2021,ID-SB,Sumatera Barat,2,0,29,-27,89809,2150,87529,130,Province,,Sumatera Barat,Indonesia,Asia,Sumatera,UTC+07:00,,12,7,179,230,928,42013,5519245,131.37,100.4650624,-0.850253225,0.36,16271.97,0.00,389.55,38.95,2.39%,97.46%,0.67,1.00
11/12/2021,ID-SS,Sumatera Selatan,6,0,3,3,59903,3069,56774,60,Province,,Sumatera Selatan,Indonesia,Asia,Sumatera,UTC+07:00,,13,4,241,387,2853,91592,8217551,89.72,104.1694647,-3.216211808,0.73,7289.64,0.00,373.47,37.35,5.12%,94.78%,2.00,1.00
11/12/2021,ID-SU,Sumatera Utara,11,0,5,6,105942,2889,102865,188,Province,,Sumatera Utara,Indonesia,Asia,Sumatera,UTC+07:00,,25,8,450,693,5417,72981,14874889,203.82,99.05196442,2.191894453,0.74,7122.20,0.00,194.22,19.42,2.73%,97.10%,1.57,1.00
11/13/2021,ID-AC,Aceh,4,0,8,-4,38379,2066,36270,43,Province,,Aceh,Indonesia,Asia,Sumatera,UTC+07:00,Daerah Khusus,18,5,289,,6497,57956,5247257,90.54,96.91052174,4.225614628,0.76,7314.11,0.00,393.73,39.37,5.38%,94.50%,1.00,1.00
11/13/2021,ID-BA,Bali,11,3,23,-15,114048,4038,109816,194,Province,,Bali,Indonesia,Asia,Nusa Tenggara,UTC+08:00,,8,1,57,80,636,5780,4216171,729.43,115.1317136,-8.369471688,2.61,27050.14,0.71,957.74,95.77,3.54%,96.29%,1.22,3.00
11/13/2021,ID-BT,Banten,6,0,5,1,132560,2686,129626,248,Province,,Banten,Indonesia,Asia,Jawa,UTC+07:00,,4,4,155,313,1238,9663,10722374,1109.64,106.1090043,-6.456736388,0.56,12362.93,0.00,250.50,25.05,2.03%,97.79%,0.35,1.00
11/13/2021,ID-BE,Bengkulu,1,0,0,1,23101,473,22596,32,Province,,Bengkulu,Indonesia,Asia,Sumatera,UTC+07:00,,9,1,129,172,1341,19919,1999539,100.38,102.3384213,-3.533583627,0.50,11553.16,0.00,236.55,23.66,2.05%,97.81%,1.00,1.00
11/13/2021,ID-JK,DKI Jakarta,54,0,97,-43,862697,13587,848385,725,Province,,DKI Jakarta,Indonesia,Asia,Jawa,UTC+07:00,Daerah Khusus Ibu Kota,1,5,44,267,,664,10846145,16334.31,106.8361183,-6.204698991,4.98,79539.50,0.00,1252.70,125.27,1.57%,98.34%,0.76,1.00
11/13/2021,ID-YO,Daerah Istimewa Yogyakarta,22,1,34,-13,156309,5257,150545,507,Province,,Daerah Istimewa Yogyakarta,Indonesia,Asia,Jawa,UTC+07:00,Daerah Istimewa,4,1,78,46,392,3133,3631015,1158.90,110.4448783,-7.89450185,6.06,43048.29,0.28,1447.80,144.78,3.36%,96.31%,0.79,1.00
11/13/2021,ID-GO,Gorontalo,1,0,0,1,11830,460,11373,-3,Province,,Gorontalo,Indonesia,Asia,Sulawesi,UTC+08:00,,5,1,77,72,657,11257,1180651,104.88,122.3760581,0.687002604,0.85,10019.90,0.00,389.62,38.96,3.89%,96.14%,1.00,1.00
11/13/2021,IDN,Indonesia,359,16,451,-108,4250516,143644,4097675,9197,Country,,,Indonesia,Asia,,,,416,98,7230,8488,74953,1916907,265185520,138.34,113.921327,-0.789275,1.35,16028.46,0.06,541.67,54.17,3.38%,96.40%,0.90,0.80
11/13/2021,ID-JA,Jambi,0,0,0,0,29754,789,28949,16,Province,,Jambi,Indonesia,Asia,Sumatera,UTC+07:00,,9,2,141,163,1399,50058,3493357,69.79,102.7236404,-1.69769766,0.00,8517.31,0.00,225.86,22.59,2.65%,97.29%,1.00,1.00
11/13/2021,ID-JB,Jawa Barat,50,2,67,-19,706849,14716,690670,1463,Province,,Jawa Barat,Indonesia,Asia,Jawa,UTC+07:00,,18,9,627,645,5312,35378,45161325,1276.55,107.6037083,-6.920432083,1.11,15651.64,0.04,325.85,32.59,2.08%,97.71%,0.85,2.00
11/13/2021,ID-JT,Jawa Tengah,42,3,19,20,485799,30175,454074,1550,Province,,Jawa Tengah,Indonesia,Asia,Jawa,UTC+07:00,,29,6,576,753,7809,32801,36364072,1108.64,110.2011149,-7.259097177,1.15,13359.31,0.08,829.80,82.98,6.21%,93.47%,0.89,1.00
11/13/2021,ID-JI,Jawa Timur,49,1,46,2,398881,29670,368944,267,Province,,Jawa Timur,Indonesia,Asia,Jawa,UTC+07:00,,29,9,666,777,7724,47803,40479023,846.78,112.7329414,-7.723345579,1.21,9854.02,0.02,732.97,73.30,7.44%,92.49%,1.48,0.25
11/13/2021,ID-KB,Kalimantan Barat,12,0,15,-3,41272,1056,40172,44,Province,,Kalimantan Barat,Indonesia,Asia,Kalimantan,UTC+07:00,,12,2,174,99,2031,147307,5422814,36.81,111.1211776,-0.086474572,2.21,7610.81,0.00,194.73,19.47,2.56%,97.33%,0.80,1.00
11/13/2021,ID-KS,Kalimantan Selatan,5,0,3,2,69873,2390,67447,36,Province,,Kalimantan Selatan,Indonesia,Asia,Kalimantan,UTC+08:00,,11,2,153,144,1864,38744,4023049,103.84,115.4385783,-2.993594979,1.24,17368.17,0.00,594.08,59.41,3.42%,96.53%,5.00,0.00
