Date,Location ISO Code,Location,New Cases,New Deaths,New Recovered,New Active Cases,Total Cases,Total Deaths,Total Recovered,Total Active Cases,Location Level,City or Regency,Province,Country,Continent,Island,Time Zone,Special Status,Total Regencies,Total Cities,Total Districts,Total Urban Villages,Total Rural Villages,Area (km2),Population,Population Density,Longitude,Latitude,New Cases per Million,Total Cases per Million,New Deaths per Million,Total Deaths per Million,Total Deaths per 100rb,Case Fatality Rate,Case Recovered Rate,Growth Factor of New Cases,Growth Factor of New Deaths
5/1/2021,ID-AC,Aceh,124,2,118,4,11169,441,9727,1001,Province,,Aceh,Indonesia,Asia,Sumatera,UTC+07:00,Daerah Khusus,18,5,289,,6497,57956,5247257,90.54,96.91052174,4.225614628,23.63,2128.54,0.38,84.04,8.40,3.95%,87.09%,1.59,2.00
5/1/2021,ID-BA,Bali,142,10,165,-33,44813,1346,42135,1332,Province,,Bali,Indonesia,Asia,Nusa Tenggara,UTC+08:00,,8,1,57,80,636,5780,4216171,729.43,115.1317136,-8.369471688,33.68,10628.84,2.37,319.25,31.92,3.00%,94.02%,1.04,1.67
5/1/2021,ID-BT,Banten,53,0,28,25,47396,1210,44202,1984,Province,,Banten,Indonesia,Asia,Jawa,UTC+07:00,,4,4,155,313,1238,9663,10722374,1109.64,106.1090043,-6.456736388,4.94,4420.29,0.00,112.85,11.28,2.55%,93.26%,0.74,0.00
5/1/2021,ID-BE,Bengkulu,102,0,40,62,6884,172,5885,827,Province,,Bengkulu,Indonesia,Asia,Sumatera,UTC+07:00,,9,1,129,172,1341,19919,1999539,100.38,102.3384213,-3.533583627,51.01,3442.79,0.00,86.02,8.60,2.50%,85.49%,2.37,1.00
5/1/2021,ID-JK,DKI Jakarta,926,15,793,118,409540,6681,395727,7132,Province,,DKI Jakarta,Indonesia,Asia,Jawa,UTC+07:00,Daerah Khusus Ibu Kota,1,5,44,267,,664,10846145,16334.31,106.8361183,-6.204698991,85.38,37759.04,1.38,615.98,61.60,1.63%,96.63%,1.17,3.75
5/1/2021,ID-YO,Daerah Istimewa Yogyakarta,128,4,330,-206,39644,960,34735,3949,Province,,Daerah Istimewa Yogyakarta,Indonesia,Asia,Jawa,UTC+07:00,Daerah Istimewa,4,1,78,46,392,3133,3631015,1158.90,110.4448783,-7.89450185,35.25,10918.16,1.10,264.39,26.44,2.42%,87.62%,0.49,4.00
5/1/2021,ID-GO,Gorontalo,6,4,49,-47,5400,165,5082,153,Province,,Gorontalo,Indonesia,Asia,Sulawesi,UTC+08:00,,5,1,77,72,657,11257,1180651,104.88,122.3760581,0.687002604,5.08,4573.75,3.39,139.75,13.98,3.06%,94.11%,0.75,
5/1/2021,IDN,Indonesia,4512,131,4344,37,1672880,45652,1526978,100250,Country,,,Indonesia,Asia,,,,416,98,7230,8488,74953,1916907,265185520,138.34,113.921327,-0.789275,17.01,6308.34,0.49,172.15,17.22,2.73%,91.28%,0.82,0.70
5/1/2021,ID-JA,Jambi,60,3,50,7,7730,114,6215,1401,Province,,Jambi,Indonesia,Asia,Sumatera,UTC+07:00,,9,2,141,163,1399,50058,3493357,69.79,102.7236404,-1.69769766,17.18,2212.77,0.86,32.63,3.26,1.47%,80.40%,0.81,
5/1/2021,ID-JB,Jawa Barat,782,6,590,186,283457,3770,248349,31338,Province,,Jawa Barat,Indonesia,Asia,Jawa,UTC+07:00,,18,9,627,645,5312,35378,45161325,1276.55,107.6037083,-6.920432083,17.32,6276.54,0.13,83.48,8.35,1.33%,87.61%,0.70,0.23
5/1/2021,ID-JT,Jawa Tengah,202,20,231,-49,184969,8434,165671,10864,Province,,Jawa Tengah,Indonesia,Asia,Jawa,UTC+07:00,,29,6,576,753,7809,32801,36364072,1108.64,110.2011149,-7.259097177,5.55,5086.59,0.55,231.93,23.19,4.56%,89.57%,0.50,0.27
5/1/2021,ID-JI,Jawa Timur,231,20,202,9,147962,10710,135201,2051,Province,,Jawa Timur,Indonesia,Asia,Jawa,UTC+07:00,,29,9,666,777,7724,47803,40479023,846.78,112.7329414,-7.723345579,5.71,3655.28,0.49,264.58,26.46,7.24%,91.38%,0.73,0.91
5/1/2021,ID-KB,Kalimantan Barat,98,0,68,30,7836,44,6829,963,Province,,Kalimantan Barat,Indonesia,Asia,Kalimantan,UTC+07:00,,12,2,174,99,2031,147307,5422814,36.81,111.1211776,-0.086474572,18.07,1445.01,0.00,8.11,0.81,0.56%,87.15%,1.34,1.00
5/1/2021,ID-KS,Kalimantan Selatan,88,4,99,-15,33046,945,29939,2162,Province,,Kalimantan Selatan,Indonesia,Asia,Kalimantan,UTC+08:00,,11,2,153,144,1864,38744,4023049,103.84,115.4385783,-2.993594979,21.87,8214.17,0.99,234.90,23.49,2.86%,90.60%,0.43,
5/1/2021,ID-KT,Kalimantan Tengah,108,1,12,95,20179,448,16993,2738,Province,,Kalimantan Tengah,Indonesia,Asia,Kalimantan,UTC+07:00,,13,1,136,139,1432,153565,2570289,16.74,113.4176536,-1.602484653,42.02,7850.87,0.39,174.30,17.43,2.22%,84.21%,0.97,0.50
5/1/2021,ID-KI,Kalimantan Timur,137,1,192,-56,68764,1641,65386,1737,Province,,Kalimantan Timur,Indonesia,Asia,Kalimantan,UTC+08:00,,7,3,103,197,841,129067,3552191,27.52,116.4684405,0.45385803,38.57,19358.19,0.28,461.97,46.20,2.39%,95.09%,0.85,0.50
5/1/2021,ID-KU,Kalimantan Utara,7,0,7,0,11752,186,11034,532,Province,,Kalimantan Utara,Indonesia,Asia,Kalimantan,UTC+08:00,,4,1,53,35,447,75468,648407,8.59,116.2188791,2.891012621,10.80,18124.42,0.00,286.86,28.69,1.58%,93.89%,0.78,1.00
5/1/2021,ID-BB,Kepulauan Bangka Belitung,200,2,142,56,13646,213,11747,1686,Province,,Kepulauan Bangka Belitung,Indonesia,Asia,Sumatera,UTC+07:00,,6,1,47,82,309,16424,1379767,84.01,106.5499324,-2.447444127,144.95,9890.08,1.45,154.37,15.44,1.56%,86.08%,0.88,0.67
5/1/2021,ID-KR,Kepulauan Riau,180,1,111,68,11355,257,9752,1346,Province,,Kepulauan Riau,Indonesia,Asia,Sumatera,UTC+07:00,,5,2,75,142,275,8202,1929400,235.24,108.261746,3.916346,93.29,5885.25,0.52,133.20,13.32,2.26%,85.88%,1.58,
5/1/2021,ID-LA,Lampung,66,0,35,31,16041,817,13927,1297,Province,,Lampung,Indonesia,Asia,Sumatera,UTC+07:00,,13,2,228,205,2435,34624,9095591,262.70,105.0214366,-4.916792975,7.26,1763.60,0.00,89.82,8.98,5.09%,86.82%,1.08,0.00
5/1/2021,ID-MA,Maluku,0,0,3,-3,7530,117,7130,283,Province,,Maluku,Indonesia,Asia,Maluku,UTC+09:00,,9,2,118,35,1198,46914,1847097,39.37,129.576792,-3.192572,0.00,4076.67,0.00,63.34,6.33,1.55%,94.69%,0.00,1.00
5/1/2021,ID-MU,Maluku Utara,0,0,0,0,4417,120,4149,148,Province,,Maluku Utara,Indonesia,Asia,Maluku,UTC+09:00,,8,2,116,118,1063,31983,1307803,40.89,127.5391072,0.212036949,0.00,3377.42,0.00,91.76,9.18,2.72%,93.93%,0.00,1.00
5/1/2021,ID-NB,Nusa Tenggara Barat,18,0,35,-17,10459,379,7877,2203,Province,,Nusa Tenggara Barat,Indonesia,Asia,Nusa Tenggara,UTC+08:00,,8,2,117,145,995,18572,5270247,283.77,117.5086257,-8.606998866,3.42,1984.54,0.00,71.91,7.19,3.62%,75.31%,0.28,1.00
5/1/2021,ID-NT,Nusa Tenggara Timur,31,0,20,11,14384,374,12563,1447,Province,,Nusa Tenggara Timur,Indonesia,Asia,Nusa Tenggara,UTC+08:00,,21,1,309,327,3026,48718,5411321,111.07,121.592271,-8.682205,5.73,2658.13,0.00,69.11,6.91,2.60%,87.34%,0.34,0.00
5/1/2021,ID-PA,Papua,0,0,9,-9,20365,260,11325,8780,Province,,Papua,Indonesia,Asia,Papua,UTC+09:00,Daerah Khusus,28,1,560,110,5411,319036,4340348,13.60,138.69603,-4.66620953,0.00,4692.02,0.00,59.90,5.99,1.28%,55.61%,0.00,1.00
5/1/2021,ID-PB,Papua Barat,32,0,32,0,8974,151,8546,277,Province,,Papua Barat,Indonesia,Asia,Papua,UTC+09:00,Daerah Khusus,12,1,218,95,1742,102955,1140701,11.08,132.9762624,-2.045160182,28.05,7867.09,0.00,132.37,13.24,1.68%,95.23%,3.56,0.00
5/1/2021,ID-RI,Riau,377,15,333,29,44655,1100,38658,4897,Province,,Riau,Indonesia,Asia,Sumatera,UTC+07:00,,10,2,169,268,1591,87024,6074100,69.80,101.8051092,0.511647851,62.07,7351.71,2.47,181.10,18.11,2.46%,86.57%,0.72,1.07
5/1/2021,ID-SR,Sulawesi Barat,3,0,0,3,5450,118,5253,79,Province,,Sulawesi Barat,Indonesia,Asia,Sulawesi,UTC+08:00,,6,,69,73,575,16787,1559984,92.93,119.3450194,-2.461746053,1.92,3493.63,0.00,75.64,7.56,2.17%,96.39%,,1.00
5/1/2021,ID-SN,Sulawesi Selatan,25,0,16,9,61519,932,60230,357,Province,,Sulawesi Selatan,Indonesia,Asia,Sulawesi,UTC+08:00,,21,3,311,792,2255,46717,9426885,201.78,120.1620559,-3.731080714,2.65,6525.91,0.00,98.87,9.89,1.51%,97.90%,0.81,0.00
5/1/2021,ID-ST,Sulawesi Tengah,20,2,25,-7,12302,334,11213,755,Province,,Sulawesi Tengah,Indonesia,Asia,Sulawesi,UTC+08:00,,12,1,175,175,1842,61841,2955567,47.79,121.2010927,-1.00413668,6.77,4162.31,0.68,113.01,11.30,2.72%,91.15%,0.34,0.50
5/1/2021,ID-SG,Sulawesi Tenggara,7,1,1,5,10427,210,9885,332,Province,,Sulawesi Tenggara,Indonesia,Asia,Sulawesi,UTC+08:00,,15,2,219,377,1911,38068,2635461,69.23,122.070311,-4.124688793,2.66,3956.42,0.38,79.68,7.97,2.01%,94.80%,1.40,
5/1/2021,ID-SA,Sulawesi Utara,6,0,16,-10,15655,504,13082,2069,Province,,Sulawesi Utara,Indonesia,Asia,Sulawesi,UTC+08:00,,11,4,171,332,1507,13892,2641884,190.17,124.5212396,1.259638212,2.27,5925.70,0.00,190.77,19.08,3.22%,83.56%,2.00,1.00
5/1/2021,ID-SB,Sumatera Barat,179,8,333,-162,37110,803,34007,2300,Province,,Sumatera Barat,Indonesia,Asia,Sumatera,UTC+07:00,,12,7,179,230,928,42013,5519245,131.37,100.4650624,-0.850253225,32.43,6723.75,1.45,145.49,14.55,2.16%,91.64%,1.10,4.00
5/1/2021,ID-SS,Sumatera Selatan,147,5,74,68,20595,997,18087,1511,Province,,Sumatera Selatan,Indonesia,Asia,Sumatera,UTC+07:00,,13,4,241,387,2853,91592,8217551,89.72,104.1694647,-3.216211808,17.89,2506.22,0.61,121.33,12.13,4.84%,87.82%,1.17,1.25
5/1/2021,ID-SU,Sumatera Utara,59,4,56,-1,29458,974,26172,2312,Province,,Sumatera Utara,Indonesia,Asia,Sumatera,UTC+07:00,,25,8,450,693,5417,72981,14874889,203.82,99.05196442,2.191894453,3.97,1980.38,0.27,65.48,6.55,3.31%,88.85%,0.87,4.00
5/2/2021,ID-AC,Aceh,68,7,52,9,11237,448,9779,1010,Province,,Aceh,Indonesia,Asia,Sumatera,UTC+07:00,Daerah Khusus,18,5,289,,6497,57956,5247257,90.54,96.91052174,4.225614628,12.96,2141.50,1.33,85.38,8.54,3.99%,87.03%,0.55,3.50
5/2/2021,ID-BA,Bali,86,5,61,20,44899,1351,42196,1352,Province,,Bali,Indonesia,Asia,Nusa Tenggara,UTC+08:00,,8,1,57,80,636,5780,4216171,729.43,115.1317136,-8.369471688,20.40,10649.24,1.19,320.43,32.04,3.01%,93.98%,0.61,0.50
5/2/2021,ID-BT,Banten,55,2,68,-15,47451,1212,44270,1969,Province,,Banten,Indonesia,Asia,Jawa,UTC+07:00,,4,4,155,313,1238,9663,10722374,1109.64,106.1090043,-6.456736388,5.13,4425.42,0.19,113.03,11.30,2.55%,93.30%,1.04,
5/2/2021,ID-BE,Bengkulu,75,1,47,27,6959,173,5932,854,Province,,Bengkulu,Indonesia,Asia,Sumatera,UTC+07:00,,9,1,129,172,1341,19919,1999539,100.38,102.3384213,-3.533583627,37.51,3480.30,0.50,86.52,8.65,2.49%,85.24%,0.74,
5/2/2021,ID-JK,DKI Jakarta,854,10,984,-140,410394,6691,396711,6992,Province,,DKI Jakarta,Indonesia,Asia,Jawa,UTC+07:00,Daerah Khusus Ibu Kota,1,5,44,267,,664,10846145,16334.31,106.8361183,-6.204698991,78.74,37837.78,0.92,616.90,61.69,1.63%,96.67%,0.92,0.67
5/2/2021,ID-YO,Daerah Istimewa Yogyakarta,180,5,308,-133,39824,965,35043,3816,Province,,Daerah Istimewa Yogyakarta,Indonesia,Asia,Jawa,UTC+07:00,Daerah Istimewa,4,1,78,46,392,3133,3631015,1158.90,110.4448783,-7.89450185,49.57,10967.73,1.38,265.77,26.58,2.42%,87.99%,1.41,1.25
5/2/2021,ID-GO,Gorontalo,0,1,2,-3,5400,166,5084,150,Province,,Gorontalo,Indonesia,Asia,Sulawesi,UTC+08:00,,5,1,77,72,657,11257,1180651,104.88,122.3760581,0.687002604,0.00,4573.75,0.85,140.60,14.06,3.07%,94.15%,0.00,0.25
5/2/2021,IDN,Indonesia,4394,144,3740,510,1677274,45796,1530718,100760,Country,,,Indonesia,Asia,,,,416,98,7230,8488,74953,1916907,265185520,138.34,113.921327,-0.789275,16.57,6324.91,0.54,172.69,17.27,2.73%,91.26%,0.97,1.10
5/2/2021,ID-JA,Jambi,78,2,33,43,7808,116,6248,1444,Province,,Jambi,Indonesia,Asia,Sumatera,UTC+07:00,,9,2,141,163,1399,50058,3493357,69.79,102.7236404,-1.69769766,22.33,2235.10,0.57,33.21,3.32,1.49%,80.02%,1.30,0.67
5/2/2021,ID-JB,Jawa Barat,710,9,548,153,284167,3779,248897,31491,Province,,Jawa Barat,Indonesia,Asia,Jawa,UTC+07:00,,18,9,627,645,5312,35378,45161325,1276.55,107.6037083,-6.920432083,15.72,6292.26,0.20,83.68,8.37,1.33%,87.59%,0.91,1.50
5/2/2021,ID-JT,Jawa Tengah,178,18,80,80,185147,8452,165751,10944,Province,,Jawa Tengah,Indonesia,Asia,Jawa,UTC+07:00,,29,6,576,753,7809,32801,36364072,1108.64,110.2011149,-7.259097177,4.89,5091.48,0.49,232.43,23.24,4.57%,89.52%,0.88,0.90
5/2/2021,ID-JI,Jawa Timur,206,29,208,-31,148168,10739,135409,2020,Province,,Jawa Timur,Indonesia,Asia,Jawa,UTC+07:00,,29,9,666,777,7724,47803,40479023,846.78,112.7329414,-7.723345579,5.09,3660.37,0.72,265.30,26.53,7.25%,91.39%,0.89,1.45
5/2/2021,ID-KB,Kalimantan Barat,95,1,73,21,7931,45,6902,984,Province,,Kalimantan Barat,Indonesia,Asia,Kalimantan,UTC+07:00,,12,2,174,99,2031,147307,5422814,36.81,111.1211776,-0.086474572,17.52,1462.52,0.18,8.30,0.83,0.57%,87.03%,0.97,
5/2/2021,ID-KS,Kalimantan Selatan,12,4,62,-54,33058,949,30001,2108,Province,,Kalimantan Selatan,Indonesia,Asia,Kalimantan,UTC+08:00,,11,2,153,144,1864,38744,4023049,103.84,115.4385783,-2.993594979,2.98,8217.15,0.99,235.89,23.59,2.87%,90.75%,0.14,1.00
5/2/2021,ID-KT,Kalimantan Tengah,49,3,13,33,20228,451,17006,2771,Province,,Kalimantan Tengah,Indonesia,Asia,Kalimantan,UTC+07:00,,13,1,136,139,1432,153565,2570289,16.74,113.4176536,-1.602484653,19.06,7869.93,1.17,175.47,17.55,2.23%,84.07%,0.45,3.00
5/2/2021,ID-KI,Kalimantan Timur,52,5,128,-81,68816,1646,65514,1656,Province,,Kalimantan Timur,Indonesia,Asia,Kalimantan,UTC+08:00,,7,3,103,197,841,129067,3552191,27.52,116.4684405,0.45385803,14.64,19372.83,1.41,463.38,46.34,2.39%,95.20%,0.38,5.00
5/2/2021,ID-KU,Kalimantan Utara,34,0,1,33,11786,186,11035,565,Province,,Kalimantan Utara,Indonesia,Asia,Kalimantan,UTC+08:00,,4,1,53,35,447,75468,648407,8.59,116.2188791,2.891012621,52.44,18176.85,0.00,286.86,28.69,1.58%,93.63%,4.86,1.00
5/2/2021,ID-BB,Kepulauan Bangka Belitung,93,4,89,0,13739,217,11836,1686,Province,,Kepulauan Bangka Belitung,Indonesia,Asia,Sumatera,UTC+07:00,,6,1,47,82,309,16424,1379767,84.01,106.5499324,-2.447444127,67.40,9957.48,2.90,157.27,15.73,1.58%,86.15%,0.47,2.00
5/2/2021,ID-KR,Kepulauan Riau,145,0,8,137,11500,257,9760,1483,Province,,Kepulauan Riau,Indonesia,Asia,Sumatera,UTC+07:00,,5,2,75,142,275,8202,1929400,235.24,108.261746,3.916346,75.15,5960.40,0.00,133.20,13.32,2.23%,84.87%,0.81,0.00
5/2/2021,ID-LA,Lampung,75,0,26,49,16116,817,13953,1346,Province,,Lampung,Indonesia,Asia,Sumatera,UTC+07:00,,13,2,228,205,2435,34624,9095591,262.70,105.0214366,-4.916792975,8.25,1771.85,0.00,89.82,8.98,5.07%,86.58%,1.14,1.00
5/2/2021,ID-MA,Maluku,5,0,7,-2,7535,117,7137,281,Province,,Maluku,Indonesia,Asia,Maluku,UTC+09:00,,9,2,118,35,1198,46914,1847097,39.37,129.576792,-3.192572,2.71,4079.37,0.00,63.34,6.33,1.55%,94.72%,,1.00
5/2/2021,ID-MU,Maluku Utara,0,0,0,0,4417,120,4149,148,Province,,Maluku Utara,Indonesia,Asia,Maluku,UTC+09:00,,8,2,116,118,1063,31983,1307803,40.89,127.5391072,0.212036949,0.00,3377.42,0.00,91.76,9.18,2.72%,93.93%,1.00,1.00
5/2/2021,ID-NB,Nusa Tenggara Barat,29,1,6,22,10488,380,7883,2225,Province,,Nusa Tenggara Barat,Indonesia,Asia,Nusa Tenggara,UTC+08:00,,8,2,117,145,995,18572,5270247,283.77,117.5086257,-8.606998866,5.50,1990.04,0.19,72.10,7.21,3.62%,75.16%,1.61,
5/2/2021,ID-NT,Nusa Tenggara Timur,252,3,173,76,14636,377,12736,1523,Province,,Nusa Tenggara Timur,Indonesia,Asia,Nusa Tenggara,UTC+08:00,,21,1,309,327,3026,48718,5411321,111.07,121.592271,-8.682205,46.57,2704.70,0.55,69.67,6.97,2.58%,87.02%,8.13,
5/2/2021,ID-PA,Papua,0,0,14,-14,20365,260,11339,8766,Province,,Papua,Indonesia,Asia,Papua,UTC+09:00,Daerah Khusus,28,1,560,110,5411,319036,4340348,13.60,138.69603,-4.66620953,0.00,4692.02,0.00,59.90,5.99,1.28%,55.68%,1.00,1.00
5/2/2021,ID-PB,Papua Barat,12,0,9,3,8986,151,8555,280,Province,,Papua Barat,Indonesia,Asia,Papua,UTC+09:00,Daerah Khusus,12,1,218,95,1742,102955,1140701,11.08,132.9762624,-2.045160182,10.52,7877.61,0.00,132.37,13.24,1.68%,95.20%,0.38,1.00
5/2/2021,ID-RI,Riau,583,16,344,223,45238,1116,39002,5120,Province,,Riau,Indonesia,Asia,Sumatera,UTC+07:00,,10,2,169,268,1591,87024,6074100,69.80,101.8051092,0.511647851,95.98,7447.69,2.63,183.73,18.37,2.47%,86.22%,1.55,1.07
5/2/2021,ID-SR,Sulawesi Barat,22,1,6,15,5472,119,5259,94,Province,,Sulawesi Barat,Indonesia,Asia,Sulawesi,UTC+08:00,,6,,69,73,575,16787,1559984,92.93,119.3450194,-2.461746053,14.10,3507.73,0.64,76.28,7.63,2.17%,96.11%,7.33,
5/2/2021,ID-SN,Sulawesi Selatan,4,0,13,-9,61523,932,60243,348,Province,,Sulawesi Selatan,Indonesia,Asia,Sulawesi,UTC+08:00,,21,3,311,792,2255,46717,9426885,201.78,120.1620559,-3.731080714,0.42,6526.33,0.00,98.87,9.89,1.51%,97.92%,0.16,1.00
5/2/2021,ID-ST,Sulawesi Tengah,14,1,11,2,12316,335,11224,757,Province,,Sulawesi Tengah,Indonesia,Asia,Sulawesi,UTC+08:00,,12,1,175,175,1842,61841,2955567,47.79,121.2010927,-1.00413668,4.74,4167.05,0.34,113.35,11.33,2.72%,91.13%,0.70,0.50
5/2/2021,ID-SG,Sulawesi Tenggara,0,1,0,-1,10427,211,9885,331,Province,,Sulawesi Tenggara,Indonesia,Asia,Sulawesi,UTC+08:00,,15,2,219,377,1911,38068,2635461,69.23,122.070311,-4.124688793,0.00,3956.42,0.38,80.06,8.01,2.02%,94.80%,0.00,1.00
5/2/2021,ID-SA,Sulawesi Utara,1,3,143,-145,15656,507,13225,1924,Province,,Sulawesi Utara,Indonesia,Asia,Sulawesi,UTC+08:00,,11,4,171,332,1507,13892,2641884,190.17,124.5212396,1.259638212,0.38,5926.07,1.14,191.91,19.19,3.24%,84.47%,0.17,
5/2/2021,ID-SB,Sumatera Barat,270,6,137,127,37380,809,34144,2427,Province,,Sumatera Barat,Indonesia,Asia,Sumatera,UTC+07:00,,12,7,179,230,928,42013,5519245,131.37,100.4650624,-0.850253225,48.92,6772.67,1.09,146.58,14.66,2.16%,91.34%,1.51,0.75
5/2/2021,ID-SS,Sumatera Selatan,130,8,44,78,20725,1005,18131,1589,Province,,Sumatera Selatan,Indonesia,Asia,Sumatera,UTC+07:00,,13,4,241,387,2853,91592,8217551,89.72,104.1694647,-3.216211808,15.82,2522.04,0.97,122.30,12.23,4.85%,87.48%,0.88,1.60
5/2/2021,ID-SU,Sumatera Utara,64,2,59,3,29522,976,26231,2315,Province,,Sumatera Utara,Indonesia,Asia,Sumatera,UTC+07:00,,25,8,450,693,5417,72981,14874889,203.82,99.05196442,2.191894453,4.30,1984.69,0.13,65.61,6.56,3.31%,88.85%,1.08,0.50
5/3/2021,ID-AC,Aceh,56,1,14,41,11293,449,9793,1051,Province,,Aceh,Indonesia,Asia,Sumatera,UTC+07:00,Daerah Khusus,18,5,289,,6497,57956,5247257,90.54,96.91052174,4.225614628,10.67,2152.17,0.19,85.57,8.56,3.98%,86.72%,0.82,0.14
5/3/2021,ID-BA,Bali,105,9,131,-35,45004,1360,42327,1317,Province,,Bali,Indonesia,Asia,Nusa Tenggara,UTC+08:00,,8,1,57,80,636,5780,4216171,729.43,115.1317136,-8.369471688,24.90,10674.14,2.13,322.57,32.26,3.02%,94.05%,1.22,1.80
5/3/2021,ID-BT,Banten,126,0,44,82,47577,1212,44314,2051,Province,,Banten,Indonesia,Asia,Jawa,UTC+07:00,,4,4,155,313,1238,9663,10722374,1109.64,106.1090043,-6.456736388,11.75,4437.17,0.00,113.03,11.30,2.55%,93.14%,2.29,0.00
5/3/2021,ID-BE,Bengkulu,7,1,15,-9,6966,174,5947,845,Province,,Bengkulu,Indonesia,Asia,Sumatera,UTC+07:00,,9,1,129,172,1341,19919,1999539,100.38,102.3384213,-3.533583627,3.50,3483.80,0.50,87.02,8.70,2.50%,85.37%,0.09,1.00
5/3/2021,ID-JK,DKI Jakarta,757,20,687,50,411151,6711,397398,7042,Province,,DKI Jakarta,Indonesia,Asia,Jawa,UTC+07:00,Daerah Khusus Ibu Kota,1,5,44,267,,664,10846145,16334.31,106.8361183,-6.204698991,69.79,37907.57,1.84,618.75,61.87,1.63%,96.66%,0.89,2.00
5/3/2021,ID-YO,Daerah Istimewa Yogyakarta,157,5,332,-180,39981,970,35375,3636,Province,,Daerah Istimewa Yogyakarta,Indonesia,Asia,Jawa,UTC+07:00,Daerah Istimewa,4,1,78,46,392,3133,3631015,1158.90,110.4448783,-7.89450185,43.24,11010.97,1.38,267.14,26.71,2.43%,88.48%,0.87,1.00
5/3/2021,ID-GO,Gorontalo,3,2,3,-2,5403,168,5087,148,Province,,Gorontalo,Indonesia,Asia,Sulawesi,UTC+08:00,,5,1,77,72,657,11257,1180651,104.88,122.3760581,0.687002604,2.54,4576.29,1.69,142.29,14.23,3.11%,94.15%,,2.00
5/3/2021,IDN,Indonesia,4730,153,4773,-196,1682004,45949,1535491,100564,Country,,,Indonesia,Asia,,,,416,98,7230,8488,74953,1916907,265185520,138.34,113.921327,-0.789275,17.84,6342.74,0.58,173.27,17.33,2.73%,91.29%,1.08,1.06
5/3/2021,ID-JA,Jambi,82,1,44,37,7890,117,6292,1481,Province,,Jambi,Indonesia,Asia,Sumatera,UTC+07:00,,9,2,141,163,1399,50058,3493357,69.79,102.7236404,-1.69769766,23.47,2258.57,0.29,33.49,3.35,1.48%,79.75%,1.05,0.50
5/3/2021,ID-JB,Jawa Barat,1179,18,1038,123,285346,3797,249935,31614,Province,,Jawa Barat,Indonesia,Asia,Jawa,UTC+07:00,,18,9,627,645,5312,35378,45161325,1276.55,107.6037083,-6.920432083,26.11,6318.37,0.40,84.08,8.41,1.33%,87.59%,1.66,2.00
5/3/2021,ID-JT,Jawa Tengah,540,32,598,-90,185687,8484,166349,10854,Province,,Jawa Tengah,Indonesia,Asia,Jawa,UTC+07:00,,29,6,576,753,7809,32801,36364072,1108.64,110.2011149,-7.259097177,14.85,5106.33,0.88,233.31,23.33,4.57%,89.59%,3.03,1.78
5/3/2021,ID-JI,Jawa Timur,217,20,253,-56,148385,10759,135662,1964,Province,,Jawa Timur,Indonesia,Asia,Jawa,UTC+07:00,,29,9,666,777,7724,47803,40479023,846.78,112.7329414,-7.723345579,5.36,3665.73,0.49,265.79,26.58,7.25%,91.43%,1.05,0.69
5/3/2021,ID-KB,Kalimantan Barat,0,1,0,-1,7931,46,6902,983,Province,,Kalimantan Barat,Indonesia,Asia,Kalimantan,UTC+07:00,,12,2,174,99,2031,147307,5422814,36.81,111.1211776,-0.086474572,0.00,1462.52,0.18,8.48,0.85,0.58%,87.03%,0.00,1.00
5/3/2021,ID-KS,Kalimantan Selatan,34,1,45,-12,33092,950,30046,2096,Province,,Kalimantan Selatan,Indonesia,Asia,Kalimantan,UTC+08:00,,11,2,153,144,1864,38744,4023049,103.84,115.4385783,-2.993594979,8.45,8225.60,0.25,236.14,23.61,2.87%,90.80%,2.83,0.25
5/3/2021,ID-KT,Kalimantan Tengah,74,0,167,-93,20302,451,17173,2678,Province,,Kalimantan Tengah,Indonesia,Asia,Kalimantan,UTC+07:00,,13,1,136,139,1432,153565,2570289,16.74,113.4176536,-1.602484653,28.79,7898.72,0.00,175.47,17.55,2.22%,84.59%,1.51,0.00
5/3/2021,ID-KI,Kalimantan Timur,84,5,177,-98,68900,1651,65691,1558,Province,,Kalimantan Timur,Indonesia,Asia,Kalimantan,UTC+08:00,,7,3,103,197,841,129067,3552191,27.52,116.4684405,0.45385803,23.65,19396.48,1.41,464.78,46.48,2.40%,95.34%,1.62,1.00
5/3/2021,ID-KU,Kalimantan Utara,18,0,44,-26,11804,186,11079,539,Province,,Kalimantan Utara,Indonesia,Asia,Kalimantan,UTC+08:00,,4,1,53,35,447,75468,648407,8.59,116.2188791,2.891012621,27.76,18204.62,0.00,286.86,28.69,1.58%,93.86%,0.53,1.00
5/3/2021,ID-BB,Kepulauan Bangka Belitung,82,1,140,-59,13821,218,11976,1627,Province,,Kepulauan Bangka Belitung,Indonesia,Asia,Sumatera,UTC+07:00,,6,1,47,82,309,16424,1379767,84.01,106.5499324,-2.447444127,59.43,10016.91,0.72,158.00,15.80,1.58%,86.65%,0.88,0.25
5/3/2021,ID-KR,Kepulauan Riau,153,0,0,153,11653,257,9760,1636,Province,,Kepulauan Riau,Indonesia,Asia,Sumatera,UTC+07:00,,5,2,75,142,275,8202,1929400,235.24,108.261746,3.916346,79.30,6039.70,0.00,133.20,13.32,2.21%,83.76%,1.06,1.00
